ï»¿DATA_REFERENCIA,LLOC_NAIXAMENT,NACIONALITAT,NIVELL_ESTUDI,POBLACIO
2012,TAIWAN                        ,ESPANYA                       ,Batxiller superior. BUP. Batxi,1
2011,MÈXIC                         ,MÈXIC                         ,Sense estudis                 ,1
2011,ALGÈRIA                       ,ALGÈRIA                       ,"Llicenciat Universitari, Arqui",4
2012,SUD-ÀFRICA                    ,ESPANYA                       ,"Batxiller Elemental, Graduat E",1
2017,ALEMANYA                      ,"MARROC, EL                    ","Batxiller Elemental, Graduat E",1
2015,"URUGUAI, L                    ","URUGUAI, L                    ",Ensenyament primari incomplert,36
2014,COLÒMBIA                      ,VENEÇUELA                     ,"Batxiller Elemental, Graduat E",1
2013,DOMINICA                      ,DOMINICA                      ,"Batxiller Elemental, Graduat E",1
2013,SÍRIA                         ,SÍRIA                         ,"Batxiller Elemental, Graduat E",5
2013,UCRAÏNA                       ,ESPANYA                       ,Ensenyament primari incomplert,6
2015,EL SALVADOR                   ,ESPANYA                       ,Sense estudis                 ,1
2011,"FILIPINES, LES                ","FILIPINES, LES                ",Diplomat en Escoles Università,1
2012,COLÒMBIA                      ,COLÒMBIA                      ,"Llicenciat Universitari, Arqui",84
2014,"XINA, LA                      ","XINA, LA                      ",Sense estudis                 ,49
2015,FRANÇA                        ,ESPANYA                       ,No aplicable per ser més petit,14
2012,"ÍNDIA, L                      ","ÍNDIA, L                      ",Ensenyament primari incomplert,11
2012,VENEÇUELA                     ,ESPANYA                       ,Formació professional de Segon,9
2013,VENEÇUELA                     ,HONGRIA                       ,"Llicenciat Universitari, Arqui",1
2011,TURQUIA                       ,TURQUIA                       ,Diplomat en Escoles Università,1
2015,PORTUGAL                      ,ESPANYA                       ,Formació professional de Segon,1
2017,GUATEMALA                     ,GUATEMALA                     ,Batxiller superior. BUP. Batxi,8
2012,"AZERBAIDJAN, L                ",ESPANYA                       ,No aplicable per ser més petit,1
2013,VENEÇUELA                     ,ESPANYA                       ,Batxiller superior. BUP. Batxi,54
2013,ESPANYA                       ,EL SALVADOR                   ,No aplicable per ser més petit,4
2016,HONDURES                      ,ESPANYA                       ,Desconegut                    ,4
2017,EL SALVADOR                   ,ESPANYA                       ,Sense estudis                 ,1
2015,"REPÚBLICA DOMINICANA, LA      ","REPÚBLICA DOMINICANA, LA      ",Batxiller superior. BUP. Batxi,81
2017,"ÍNDIA, L                      ","ÍNDIA, L                      ",Batxiller superior. BUP. Batxi,6
2016,"MARROC, EL                    ",FRANÇA                        ,"Batxiller Elemental, Graduat E",1
2011,"ESTATS UNITS D AMÈRICA, ELS   ","ESTATS UNITS D AMÈRICA, ELS   ",Ensenyament primari incomplert,3
2016,"PANAMÀ, EL                    ",ESPANYA                       ,"Llicenciat Universitari, Arqui",1
2016,DOMINICA                      ,DOMINICA                      ,Ensenyament primari incomplert,1
2014,"PERÚ, EL                      ","PERÚ, EL                      ",Ensenyament primari incomplert,68
2014,GEÒRGIA                       ,GEÒRGIA                       ,Diplomat en Escoles Università,4
2017,"ARGENTINA, L                  ",ESLOVÈNIA                     ,Formació professional de Segon,1
2013,VENEÇUELA                     ,ESPANYA                       ,"Batxiller Elemental, Graduat E",67
2016,"BRASIL, EL                    ",ITÀLIA                        ,Batxiller superior. BUP. Batxi,2
2012,ISLÀNDIA                      ,ISLÀNDIA                      ,Diplomat en Escoles Università,1
2017,ESPANYA                       ,ITÀLIA                        ,No sap llegir ni escriure     ,1
2012,"EQUADOR, L                    ","EQUADOR, L                    ","Llicenciat Universitari, Arqui",40
2012,COLÒMBIA                      ,ESPANYA                       ,Arquitecte o Enginyer Tècnic  ,15
2017,"BRASIL, EL                    ","BRASIL, EL                    ",Formació professional Primer G,9
2011,"ÍNDIA, L                      ","ÍNDIA, L                      ",Formació professional de Segon,2
2017,POLÒNIA                       ,ESPANYA                       ,Formació professional Primer G,1
2014,ESPANYA                       ,BANGLA DESH                   ,No aplicable per ser més petit,1
2015,PORTUGAL                      ,PORTUGAL                      ,No sap llegir ni escriure     ,6
2013,REPUBLICA DEMOCRATICA ALEMANA ,ESPANYA                       ,"Llicenciat Universitari, Arqui",1
2016,ALEMANYA                      ,ESPANYA                       ,Desconegut                    ,1
2015,PORTUGAL                      ,PORTUGAL                      ,Formació professional de Segon,2
2012,ÀUSTRIA                       ,ÀUSTRIA                       ,Formació professional Primer G,1
2017,XILE                          ,ITÀLIA                        ,Formació professional Primer G,1
2013,ESPANYA                       ,"MARROC, EL                    ",Sense estudis                 ,14
2013,"REPÚBLICA DOMINICANA, LA      ","PAÏSOS BAIXOS, ELS            ",Batxiller superior. BUP. Batxi,3
2013,ROMANIA                       ,ROMANIA                       ,"Batxiller Elemental, Graduat E",364
2014,ESPANYA                       ,CUBA                          ,No aplicable per ser més petit,5
2014,ARMÈNIA                       ,ARMÈNIA                       ,Ensenyament primari incomplert,15
2015,"JAPÓ, EL                      ",ESPANYA                       ,Batxiller superior. BUP. Batxi,1
2011,LITUÀNIA                      ,LITUÀNIA                      ,Desconegut                    ,3
2014,GRÈCIA                        ,GRÈCIA                        ,"Batxiller Elemental, Graduat E",2
2013,"SENEGAL, EL                   ",ESPANYA                       ,No sap llegir ni escriure     ,2
2011,"XINA, LA                      ",ESPANYA                       ,"Batxiller Elemental, Graduat E",3
2011,HONDURES                      ,HONDURES                      ,No aplicable per ser més petit,10
2011,ARMÈNIA                       ,ARMÈNIA                       ,"Batxiller Elemental, Graduat E",4
2012,"PAÏSOS BAIXOS, ELS            ",ESPANYA                       ,Batxiller superior. BUP. Batxi,1
2015,"PAÏSOS BAIXOS, ELS            ","PAÏSOS BAIXOS, ELS            ","Llicenciat Universitari, Arqui",13
2013,FRANÇA                        ,FRANÇA                        ,"Batxiller Elemental, Graduat E",36
2012,"XINA, LA                      ","XINA, LA                      ",Altres titulacions mitjanes (A,4
2011,"ARGENTINA, L                  ","ARGENTINA, L                  ",Diplomat en Escoles Università,33
2012,SUD-ÀFRICA                    ,SUD-ÀFRICA                    ,Diplomat en Escoles Università,2
2014,NIGÈRIA                       ,NIGÈRIA                       ,Batxiller superior. BUP. Batxi,13
2015,NICARAGUA                     ,ESPANYA                       ,Ensenyament primari incomplert,4
2012,"EQUADOR, L                    ",ESPANYA                       ,Desconegut                    ,39
2014,TURQUIA                       ,TURQUIA                       ,Doctorat i Estudis de postgrau,2
2017,ESPANYA                       ,ARMÈNIA                       ,Ensenyament primari incomplert,1
2016,"GUINEA, LA                    ",ESPANYA                       ,Batxiller superior. BUP. Batxi,1
2014,COLÒMBIA                      ,ESPANYA                       ,Formació professional Primer G,35
2013,ANGOLA                        ,ANGOLA                        ,"Batxiller Elemental, Graduat E",1
2011,DOMINICA                      ,DOMINICA                      ,Altres titulacions mitjanes (A,1
2014,"REPÚBLICA TXECA, LA           ",SUÏSSA                        ,Diplomat en Escoles Università,1
2014,ETIÒPIA                       ,ESPANYA                       ,"Batxiller Elemental, Graduat E",2
2016,HONDURES                      ,HONDURES                      ,Diplomat en Escoles Università,8
2013,ANDORRA                       ,ESPANYA                       ,"Llicenciat Universitari, Arqui",5
2015,PORTUGAL                      ,ESPANYA                       ,No sap llegir ni escriure     ,3
2015,VENEÇUELA                     ,VENEÇUELA                     ,Formació professional de Segon,6
2013,"ÍNDIA, L                      ","ÍNDIA, L                      ",Batxiller superior. BUP. Batxi,2
2012,PORTUGAL                      ,PORTUGAL                      ,Desconegut                    ,26
2011,COSTA RICA                    ,COSTA RICA                    ,Batxiller superior. BUP. Batxi,1
2016,EL SALVADOR                   ,EL SALVADOR                   ,Ensenyament primari incomplert,14
2012,MÈXIC                         ,MÈXIC                         ,Desconegut                    ,12
2012,"ARGENTINA, L                  ",FRANÇA                        ,Arquitecte o Enginyer Tècnic  ,1
2013,ESPANYA                       ,"URUGUAI, L                    ",No aplicable per ser més petit,4
2017,MOLDÀVIA                      ,MOLDÀVIA                      ,Diplomat en Escoles Università,6
2012,NIGÈRIA                       ,NIGÈRIA                       ,Ensenyament primari incomplert,28
2011,COLÒMBIA                      ,ESPANYA                       ,No sap llegir ni escriure     ,5
2015,SUÈCIA                        ,ESPANYA                       ,"Batxiller Elemental, Graduat E",1
2015,"CAMERUN, EL                   ","CAMERUN, EL                   ",Ensenyament primari incomplert,3
2012,GEÒRGIA                       ,GEÒRGIA                       ,Arquitecte o Enginyer Tècnic  ,1
2014,"FILIPINES, LES                ","FILIPINES, LES                ","Batxiller Elemental, Graduat E",4
2017,FRANÇA                        ,FRANÇA                        ,Ensenyament primari incomplert,5
2016,"URUGUAI, L                    ",POLÒNIA                       ,"Batxiller Elemental, Graduat E",1
2012,NICARAGUA                     ,ESPANYA                       ,"Llicenciat Universitari, Arqui",1
2011,SÍRIA                         ,ESPANYA                       ,Diplomat en Escoles Università,1
2011,ALGÈRIA                       ,ALGÈRIA                       ,Batxiller superior. BUP. Batxi,4
2017,REPÚBLICA DEM. DEL CONGO      ,ESPANYA                       ,Ensenyament primari incomplert,2
2016,CUBA                          ,BULGÀRIA                      ,Formació professional Primer G,1
2011,FRANÇA                        ,FRANÇA                        ,Diplomat en Escoles Università,28
2012,VENEÇUELA                     ,VENEÇUELA                     ,No sap llegir ni escriure     ,2
2013,PORTUGAL                      ,ESPANYA                       ,No sap llegir ni escriure     ,2
2013,BOLÍVIA                       ,BOLÍVIA                       ,Formació professional de Segon,12
2014,"GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ",Diplomat en Escoles Università,3
