NOMBRE,CALLE,TIPO,NÚMERO ACCESOS
"CLEYA VALLINA, DE LA (DEVA)","VALLINA, DE LA (DEVA)","CLEYA","4"
"CALLE EUCLIDES","EUCLIDES","CALLE","7"
"CAMIN VIOLIN, DE (DEVA)","VIOLIN, DE (DEVA)","CAMIN","8"
"CAMIN CASA MARIONA, DE (DEVA)","CASA MARIONA, DE (DEVA)","CAMIN","2"
"CAMIN FERRERA, DE LA  (BERNUECES)","FERRERA, DE LA  (BERNUECES)","CAMIN","19"
"CAMIN CASA ANGELIN, DE (DEVA)","CASA ANGELIN, DE (DEVA)","CAMIN","1"
"CALLE POETA JOSE HIERRO","POETA JOSE HIERRO","CALLE","2"
"CAMIN BONAGUA, DE (DEVA)","BONAGUA, DE (DEVA)","CAMIN","9"
"CLEYA CALERO DE MENCHOR (DEVA)","CALERO DE MENCHOR (DEVA)","CLEYA","4"
"CAMIN GOLA DE ABAJO, DE LA (DEVA)","GOLA DE ABAJO, DE LA (DEVA)","CAMIN","2"
"CALLE CONCEJO DE CASO","CONCEJO DE CASO","CALLE","3"
"CAMIN MATONA, DE LA (SANTURIO)","MATONA, DE LA (SANTURIO)","CAMIN","12"
"CAMIN CANAL, DE LA (CALDONES)","CANAL, DE LA (CALDONES)","CAMIN","3"
"CAMIN ILESIA,DE LA (CALDONES)","ILESIA,DE LA (CALDONES)","CAMIN","4"
"CAMIN PEÑON,DEL (CALDONES)","PEÑON,DEL (CALDONES)","CAMIN","5"
"CAMIN GRANDA A CABUEÑES, DE (GRANDA)","GRANDA A CABUEÑES, DE (GRANDA)","CAMIN","33"
"CAMIN CARRETERINA, DE LA (CALDONES)","CARRETERINA, DE LA (CALDONES)","CAMIN","2"
"CAMIN GRANXU, DEL (CALDONES)","GRANXU, DEL (CALDONES)","CAMIN","5"
"CAMIN COVIELLA, DE LA (CALDONES)","COVIELLA, DE LA (CALDONES)","CAMIN","8"
"CAMIN SANTOLAYA A VALDORNON, DE","SANTOLAYA A VALDORNON, DE","CAMIN","82"
"CAMIN LLOSICA, DE LA ","LLOSICA, DE LA ","CAMIN","6"
"CAMIN CASERU, DEL (CALDONES)","CASERU, DEL (CALDONES)","CAMIN","15"
"CAMIN CAMPON, DEL","CAMPON, DEL","CAMIN","10"
"PLAZA DECANO EDUARDO IBASETA","DECANO EDUARDO IBASETA","PLAZA","1"
"CAMIN MAREO A GRANDA, DE","MAREO A GRANDA, DE","CAMIN","59"
"CALLE MATA JOVE","MATA JOVE","CALLE","11"
"CAMIN RICAU, DE (LAVANDERA)","RICAU, DE (LAVANDERA)","CAMIN","16"
"CAMIN MOLIN DE VILLARES, DEL (CALDONES)","MOLIN DE VILLARES, DEL (CALDONES)","CAMIN","5"
"CAMIN MEDIA, DE LA (LAVANDERA)","MEDIA, DE LA (LAVANDERA)","CAMIN","15"
"CAMIN MOLINOS, DE LOS (LAVANDERA)","MOLINOS, DE LOS (LAVANDERA)","CAMIN","11"
"CAMIN RIEGA, DE LA (CALDONES)","RIEGA, DE LA (CALDONES)","CAMIN","14"
"CALLE CONCEJO DE CUDILLERO","CONCEJO DE CUDILLERO","CALLE","8"
"CAMIN FONTE DEL MARTIZ, DE LA (CALDONES)","FONTE DEL MARTIZ, DE LA (CALDONES)","CAMIN","5"
"CALLE PINTORA PEPA OSORIO","PINTORA PEPA OSORIO","CALLE","7"
"CAMIN CORRIA, DE LA (LAVANDERA)","CORRIA, DE LA (LAVANDERA)","CAMIN","17"
"CAMIN MAYAES, DE LES (LAVANDERA)","MAYAES, DE LES (LAVANDERA)","CAMIN","11"
"CAMIN FONTE'L PILO, DE LA (LAVANDERA)","FONTE'L PILO, DE LA (LAVANDERA)","CAMIN","4"
"CLYON RIEGA DEL AGUA, DE LA  (CALDONES)","RIEGA DEL AGUA, DE LA  (CALDONES)","CLYON","5"
"CAMIN ORTAÑU, DEL (LAVANDERA)","ORTAÑU, DEL (LAVANDERA)","CAMIN","7"
"CAMIN PIQUERO, DEL (LAVANDERA)","PIQUERO, DEL (LAVANDERA)","CAMIN","3"
"CAMIN FONTIQUES, DE LES (CALDONES)","FONTIQUES, DE LES (CALDONES)","CAMIN","4"
"CAMIN ACEBAL, DE (LAVANDERA)","ACEBAL, DE (LAVANDERA)","CAMIN","3"
"CAMIN PIQUIELLA, DE LA (VEGA)","PIQUIELLA, DE LA (VEGA)","CAMIN","18"
"CLEYA QUINTA, DE LA (CALDONES)","QUINTA, DE LA (CALDONES)","CLEYA","13"
"AVDA LAMINACION, DE LA","LAMINACION, DE LA","AVDA","19"
"AVDA TRANSPORTE, DEL","TRANSPORTE, DEL","AVDA","8"
"CAMIN FONCABADO, DE (FANO)","FONCABADO, DE (FANO)","CAMIN","4"
"TRVA ALVARILLO, DE (GRANDA)","ALVARILLO, DE (GRANDA)","TRVA","8"
"CAMIN CARBAYERA, DE LA (GRANDA)","CARBAYERA, DE LA (GRANDA)","CAMIN","12"
"CAMIN CARBAYU, DEL (GRANDA)","CARBAYU, DEL (GRANDA)","CAMIN","7"
"CAMIN CARMELIN, DE (GRANDA)","CARMELIN, DE (GRANDA)","CAMIN","2"
"CAMIN PERDICES, DE LAS (FANO)","PERDICES, DE LAS (FANO)","CAMIN","5"
"CAMIN RESCUARTA, DE (FANO)","RESCUARTA, DE (FANO)","CAMIN","11"
"CLEYA VIESCA, DE LA (VALDORNON)","VIESCA, DE LA (VALDORNON)","CLEYA","3"
"CAMIN FERRERU, DEL (GRANDA)","FERRERU, DEL (GRANDA)","CAMIN","1"
"CAMIN GENARIN, DE (GRANDA)","GENARIN, DE (GRANDA)","CAMIN","5"
"CAMIN GOLA, DE LA (GRANDA)","GOLA, DE LA (GRANDA)","CAMIN","2"
"CAMIN VIESQUES, DE (FANO)","VIESQUES, DE (FANO)","CAMIN","2"
"CAMIN ANDREA (VALDORNON)","ANDREA (VALDORNON)","CAMIN","4"
"CAMIN CADIANES, DE (FANO)","CADIANES, DE (FANO)","CAMIN","21"
"CLEYA PASTON, DEL (VALDORNON)","PASTON, DEL (VALDORNON)","CLEYA","9"
"CAMIN LUDRON, DE (VALDORNON)","LUDRON, DE (VALDORNON)","CAMIN","11"
"CLEYA LUDRON, DEL (VALDORNON)","LUDRON, DEL (VALDORNON)","CLEYA","15"
"CAMIN MATA, DE LA (VALDORNON)","MATA, DE LA (VALDORNON)","CAMIN","45"
"CAMIN MOROS, DE LOS (VALDORNON)","MOROS, DE LOS (VALDORNON)","CAMIN","4"
"CAMIN GRANDA A CONTRUECES (GRANDA)","GRANDA A CONTRUECES (GRANDA)","CAMIN","31"
"CAMIN SUSACASA, DE (VALDORNON)","SUSACASA, DE (VALDORNON)","CAMIN","7"
"URB VATICANO (VEGA)","VATICANO (VEGA)","URB","16"
"CAMIN BARRIU QUEMAU, DEL (LEORIO)","BARRIU QUEMAU, DEL (LEORIO)","CAMIN","19"
"CAMIN CAMPA, DE LA (GÜERCES)","CAMPA, DE LA (GÜERCES)","CAMIN","3"
"CAMIN CANTERUCA, DE (GÜERCES)","CANTERUCA, DE (GÜERCES)","CAMIN","9"
"CAMIN CORRAUCA, DE LA (GÜERCES)","CORRAUCA, DE LA (GÜERCES)","CAMIN","3"
"CAMIN FAYONA, DE LA GÜERCES)","FAYONA, DE LA GÜERCES)","CAMIN","2"
"CAMIN PITI, DE LA (LEORIO)","PITI, DE LA (LEORIO)","CAMIN","6"
"CAMIN MINA, DE LA (VEGA)","MINA, DE LA (VEGA)","CAMIN","4"
"CAMIN LOBERO, DE (VERIÑA)","LOBERO, DE (VERIÑA)","CAMIN","6"
"CAMIN MIRADOR, DEL (VERIÑA)","MIRADOR, DEL (VERIÑA)","CAMIN","10"
"CAMIN SAMARTIN, DE (VERIÑA)","SAMARTIN, DE (VERIÑA)","CAMIN","2"
"CAMIN PONTON, DEL (TREMAÑES)","PONTON, DEL (TREMAÑES)","CAMIN","13"
"CLEYA MOLINUCU, DEL (PUAO)","MOLINUCU, DEL (PUAO)","CLEYA","1"
"CAMIN FAZONES, DE LES (PUAO)","FAZONES, DE LES (PUAO)","CAMIN","1"
"CAMIN QUEMADERO, DEL (GRANDA)","QUEMADERO, DEL (GRANDA)","CAMIN","38"
"CAMIN XUANA, DE","XUANA, DE","CAMIN","5"
"CALLE CANTERA,  DE LA","CANTERA,  DE LA","CALLE","11"
"CALLE B (VEGA)","B (VEGA)","CALLE","3"
"CAMIN GUIMARAN A VILLAR, DE (PUAO)","GUIMARAN A VILLAR, DE (PUAO)","CAMIN","13"
"CAMIN POZON, DEL (PUAO)","POZON, DEL (PUAO)","CAMIN","2"
"CALLE JUAN ANDRES SUAREZ GARCIA","JUAN ANDRES SUAREZ GARCIA","CALLE","2"
"CAMIN LLANECES, DE (GÜERCES)","LLANECES, DE (GÜERCES)","CAMIN","20"
"CALLE BOLOS, LOS","BOLOS, LOS","CALLE","17"
"CALLE ESPINERA, LA","ESPINERA, LA","CALLE","1"
"CTRA SOTIELLO, DE (TREMAÑES)","SOTIELLO, DE (TREMAÑES)","CTRA","8"
"CAMIN RUFO, DE (VEGA)","RUFO, DE (VEGA)","CAMIN","4"
"CAMIN SANTURIO, DE (VEGA)","SANTURIO, DE (VEGA)","CAMIN","25"
"CAMIN ZAMPULLA, DE LA (PUAO)","ZAMPULLA, DE LA (PUAO)","CAMIN","11"
"CALLE RAMON ALVAREZ VIÑA","RAMON ALVAREZ VIÑA","CALLE","8"
"CLEYA CUESTA, DE LA (VERIÑA)","CUESTA, DE LA (VERIÑA)","CLEYA","3"
"CAMIN BEBEDERU, DEL (VEGA)","BEBEDERU, DEL (VEGA)","CAMIN","7"
"CAMIN ESCUELA, DE LA (VERIÑA)","ESCUELA, DE LA (VERIÑA)","CAMIN","9"
"CAMIN PEÑONA, DE LA (VEGA)","PEÑONA, DE LA (VEGA)","CAMIN","4"
"CAMIN ANTIGUO DE MAREO A GRANDA (LEORIO)","ANTIGUO DE MAREO A GRANDA (LEORIO)","CAMIN","9"
"CAMIN PEDREGALES, DE LOS (PORCEYO)","PEDREGALES, DE LOS (PORCEYO)","CAMIN","4"
"CAMIN MONTE LA FANA, DEL (ROCES)","MONTE LA FANA, DEL (ROCES)","CAMIN","6"
"CAMIN PRADON, DEL (PORCEYO)","PRADON, DEL (PORCEYO)","CAMIN","1"
"CAMIN ROSAL, DEL (PORCEYO)","ROSAL, DEL (PORCEYO)","CAMIN","5"
"CAMIN ABAJO, DE (TREMAÑES)","ABAJO, DE (TREMAÑES)","CAMIN","20"
"CAMIN TORRE, DE LA (ROCES)","TORRE, DE LA (ROCES)","CAMIN","5"
"CAMIN CASAS, DE (ROCES)","CASAS, DE (ROCES)","CAMIN","2"
"TRVA CALEROS, DE LOS (ROCES)","CALEROS, DE LOS (ROCES)","TRVA","16"
"TRVA HORNO, DEL (ROCES)","HORNO, DEL (ROCES)","TRVA","3"
"TRVA CARBAYERA, DE LA (ROCES)","CARBAYERA, DE LA (ROCES)","TRVA","2"
"CALLE FAUSTINA ALVAREZ GARCIA","FAUSTINA ALVAREZ GARCIA","CALLE","2"
"CALLE JIMENA MENENDEZ PIDAL","JIMENA MENENDEZ PIDAL","CALLE","2"
"CAMIN LLAGAR, DEL (ROCES)","LLAGAR, DEL (ROCES)","CAMIN","6"
"CALLE JIMENA FERNANDEZ DE LA VEGA (GENETISTA)","JIMENA FERNANDEZ DE LA VEGA (GENETISTA)","CALLE","4"
"CAMIN CANALES, DE LES (PORCEYO)","CANALES, DE LES (PORCEYO)","CAMIN","4"
"CAMIN MURIA, DE LA (TREMAÑES)","MURIA, DE LA (TREMAÑES)","CAMIN","13"
"TRVA BRAÑA, DE LA (ROCES)","BRAÑA, DE LA (ROCES)","TRVA","17"
"CALLE PEÑA MEA","PEÑA MEA","CALLE","2"
"CALLE ALFREDO LIÑERO RIVERO","ALFREDO LIÑERO RIVERO","CALLE","12"
"CALLE CHILE","CHILE","CALLE","24"
"CALLE CABRALES","CABRALES","CALLE","91"
"CALLE MENENDEZ VALDES","MENENDEZ VALDES","CALLE","36"
"CALLE COVADONGA","COVADONGA","CALLE","35"
"CALLE SANTA JUSTA","SANTA JUSTA","CALLE","13"
"CTRA AS-19 (GIJON-AVILES)","AS-19 (GIJON-AVILES)","CTRA","47"
"CALLE SANTA DORADIA","SANTA DORADIA","CALLE","26"
"CALLE CURA SAMA","CURA SAMA","CALLE","7"
"CALLE PACHIN DE MELAS","PACHIN DE MELAS","CALLE","43"
"CALLE PANAMA","PANAMA","CALLE","19"
"CALLE CARLOS III","CARLOS III","CALLE","6"
"CALLE INSTITUTO","INSTITUTO","CALLE","35"
"CALLE EMILIO VILLA","EMILIO VILLA","CALLE","5"
"CALLE MARTINEZ MARINA","MARTINEZ MARINA","CALLE","5"
"CALLE VICENTE INNERARITY","VICENTE INNERARITY","CALLE","11"
"CALLE MARQUES DE SAN ESTEBAN","MARQUES DE SAN ESTEBAN","CALLE","64"
"CALLE RUPERTO VELASCO HEREDIA","RUPERTO VELASCO HEREDIA","CALLE","11"
"CALLE HORNO","HORNO","CALLE","7"
"PLAZA CARMEN","CARMEN","PLAZA","8"
"CALLE ANSELMO SOLAR","ANSELMO SOLAR","CALLE","58"
"CALLE CARDONA","CARDONA","CALLE","20"
"CALLE CONDE TORENO","CONDE TORENO","CALLE","52"
"PLAZA ESTACION DE LANGREO","ESTACION DE LANGREO","PLAZA","2"
"TRVA CONVENTO","CONVENTO","TRVA","12"
"CALLE BRASIL","BRASIL","CALLE","34"
"CALLE MIGUEL SERVET","MIGUEL SERVET","CALLE","18"
"CALLE PUERTO RICO","PUERTO RICO","CALLE","35"
"CALLE ALAMEDA DE JOVE","ALAMEDA DE JOVE","CALLE","12"
"CALLE CAMIN DE LA FONTICA (LA SALLE)","CAMIN DE LA FONTICA (LA SALLE)","CALLE","3"
"CALLE CONDE DE GUADALHORCE","CONDE DE GUADALHORCE","CALLE","2"
"PZTA JOVELLANOS","JOVELLANOS","PZTA","4"
"CALLE CAMPO VALDES","CAMPO VALDES","CALLE","2"
"CALLE PAVIA","PAVIA","CALLE","9"
"PLZLA CORRADA","CORRADA","PLZLA","8"
"CALLE ARTILLERIA","ARTILLERIA","CALLE","17"
"CALLE SENDA DEL ARCEDIANO","SENDA DEL ARCEDIANO","CALLE","3"
"CALLE INFANCIA","INFANCIA","CALLE","9"
"CALLE LOPE DE VEGA","LOPE DE VEGA","CALLE","7"
"CALLE SANTA ANA","SANTA ANA","CALLE","18"
"CALLE CIRUJEDA","CIRUJEDA","CALLE","30"
"CALLE LASTRES","LASTRES","CALLE","10"
"CALLE RIO EO","RIO EO","CALLE","52"
"CALLE AMPURDAN","AMPURDAN","CALLE","22"
"AVDA LLANO DEL","LLANO DEL","AVDA","70"
"CALLE ELECTRA","ELECTRA","CALLE","39"
"CALLE PUERTO DE LA ESPINA","PUERTO DE LA ESPINA","CALLE","7"
"CALLE PEONES","PEONES","CALLE","5"
"CALLE CONDUCTORES","CONDUCTORES","CALLE","7"
"CALLE EULALIA ALVAREZ","EULALIA ALVAREZ","CALLE","30"
"CALLE DECORADORES","DECORADORES","CALLE","1"
"CALLE PARAGUAY","PARAGUAY","CALLE","13"
"CALLE CALAFATES","CALAFATES","CALLE","4"
"CALLE PANADES","PANADES","CALLE","13"
"TRVA ALCALA DE","ALCALA DE","TRVA","6"
"CALLE PUENTE","PUENTE","CALLE","16"
"CALLE CONSTANTINO","CONSTANTINO","CALLE","10"
"CALLE ESPERANZA","ESPERANZA","CALLE","42"
"CALLE PINTORA CAROLINA DEL CASTILLO","PINTORA CAROLINA DEL CASTILLO","CALLE","2"
"CALLE BECQUER","BECQUER","CALLE","8"
"CALLE SANTIAGO CARRILLO SOLARES","SANTIAGO CARRILLO SOLARES","CALLE","4"
"CALLE RONCAL (GRUPO 214 VIVIENDAS)","RONCAL (GRUPO 214 VIVIENDAS)","CALLE","1"
"CALLE JUAN XXIII","JUAN XXIII","CALLE","13"
"CALLE SANTA IRENE","SANTA IRENE","CALLE","12"
"CALLE SANTA PRIMITIVA","SANTA PRIMITIVA","CALLE","11"
"CALLE MONTE DE DEVA","MONTE DE DEVA","CALLE","4"
"CALLE TENIENTE GENERAL GUTIERREZ MELLADO","TENIENTE GENERAL GUTIERREZ MELLADO","CALLE","5"
"CALLE E ENTIBADORES","E ENTIBADORES","CALLE","5"
"CALLE CONSTANTINO SUAREZ "EL ESPAÑOLITO"","CONSTANTINO SUAREZ "EL ESPAÑOLITO"","CALLE","6"
"CALLE A ARTILLEROS","A ARTILLEROS","CALLE","6"
"CALLE O OFICIALES","O OFICIALES","CALLE","2"
"CALLE CONSTANTINA PEREZ Y ANITA SIRGO","CONSTANTINA PEREZ Y ANITA SIRGO","CALLE","10"
"GRUP TEJERONA LA","TEJERONA LA","GRUP","58"
"CALLE GIJON-VERIÑA","GIJON-VERIÑA","CALLE","9"
"TRANS MONSACRO","MONSACRO","TRANS","7"
"CALLE ALEJANDRO GOICOECHEA Y ORIOL","ALEJANDRO GOICOECHEA Y ORIOL","CALLE","52"
"CALLE ROCAFORT","ROCAFORT","CALLE","11"
"CALLE FRANCISCO TOMAS Y VALIENTE","FRANCISCO TOMAS Y VALIENTE","CALLE","2"
"CALLE ARAGON","ARAGON","CALLE","1"
"CALLE ARQUITECTO MARIANO MEDARDE","ARQUITECTO MARIANO MEDARDE","CALLE","10"
"CAMIN PAQUIN, DE (DEVA)","PAQUIN, DE (DEVA)","CAMIN","7"
"PLAZA ITALIA","ITALIA","PLAZA","2"
"CMNO LIMONEROS (SOMIO)","LIMONEROS (SOMIO)","CMNO","19"
"CALLE SMARA","SMARA","CALLE","9"
"PLAZA PATRICIO ADURIZ PEREZ","PATRICIO ADURIZ PEREZ","PLAZA","4"
"TRVA CIUDADES HERMANADAS","CIUDADES HERMANADAS","TRVA","7"
"CAMIN RIMADERA (CABUEÑES)","RIMADERA (CABUEÑES)","CAMIN","21"
"CALLE PAULINA CANGA","PAULINA CANGA","CALLE","18"
"CAMIN FRONTERA (CABUEÑES)","FRONTERA (CABUEÑES)","CAMIN","20"
"CMNO SALGAR (SOMIO)","SALGAR (SOMIO)","CMNO","3"
"CAMIN MINA (CABUEÑES)","MINA (CABUEÑES)","CAMIN","7"
"CAMIN CABAÑU (CABUEÑES)","CABAÑU (CABUEÑES)","CAMIN","16"
"CAMIN ARENERO (CABUEÑES)","ARENERO (CABUEÑES)","CAMIN","4"
"TRVA LAURELES 2 (SOMIO)","LAURELES 2 (SOMIO)","TRVA","3"
"CAMIN ROBLE (CABUEÑES)","ROBLE (CABUEÑES)","CAMIN","2"
"CAMIN CASA EL SANTU (CABUEÑES)","CASA EL SANTU (CABUEÑES)","CAMIN","5"
"CMNO CEDROS (SOMIO)","CEDROS (SOMIO)","CMNO","9"
"CAMIN PRADOS (CABUEÑES)","PRADOS (CABUEÑES)","CAMIN","7"
"CAMIN BARREU (CABUEÑES)","BARREU (CABUEÑES)","CAMIN","18"
"CMNO DALIAS (SOMIO)","DALIAS (SOMIO)","CMNO","4"
"CMNO LIRIOS (SOMIO)","LIRIOS (SOMIO)","CMNO","16"
"CAMIN CASIMIRIN, DE (GRANDA)","CASIMIRIN, DE (GRANDA)","CAMIN","16"
"CAMIN XIGAL, LA (ANTIGUO CAMINO CABUEÑES-INFANZON)","XIGAL, LA (ANTIGUO CAMINO CABUEÑES-INFANZON)","CAMIN","16"
"CMNO CRISANTEMOS (SOMIO)","CRISANTEMOS (SOMIO)","CMNO","11"
"CAMIN LADERA (CABUEÑES)","LADERA (CABUEÑES)","CAMIN","11"
"CMNO ARAUCARIAS (SOMIO)","ARAUCARIAS (SOMIO)","CMNO","5"
"CALLE CONCEJO DE QUIROS","CONCEJO DE QUIROS","CALLE","10"
"CALLE PEÑA DE LOS CUATRO JUECES","PEÑA DE LOS CUATRO JUECES","CALLE","9"
"CAMIN CARBAYERA, DE LA","CARBAYERA, DE LA","CAMIN","30"
"CAMIN CEFONTES (CABUEÑES)","CEFONTES (CABUEÑES)","CAMIN","20"
"CAMIN ANTIGUO DE PEON","ANTIGUO DE PEON","CAMIN","12"
"CALLE GUILLERMO MARCONI","GUILLERMO MARCONI","CALLE","13"
"CALLE CARMEN AMAYA","CARMEN AMAYA","CALLE","5"
"CTRA CAMPA DE TORRES, DE LA","CAMPA DE TORRES, DE LA","CTRA","83"
"CAMIN ARRIEROS, DE LOS (SANTURIO)","ARRIEROS, DE LOS (SANTURIO)","CAMIN","31"
"CAMIN CARRETERA, DE LA (CABUEÑES)","CARRETERA, DE LA (CABUEÑES)","CAMIN","5"
"CAMIN XANAS (CABUEÑES)","XANAS (CABUEÑES)","CAMIN","5"
"CAMIN CUESTA ÑALES (CABUEÑES)","CUESTA ÑALES (CABUEÑES)","CAMIN","5"
"TRVA CAMINO VIEJO DEL MUSEL (JOVE)","CAMINO VIEJO DEL MUSEL (JOVE)","TRVA","3"
"TRVA LA CAMPA 1 (ARNAO)","LA CAMPA 1 (ARNAO)","TRVA","5"
"CAMIN ALTO DE LA CRUZ, DEL","ALTO DE LA CRUZ, DEL","CAMIN","5"
"CAMIN MINA DE LOS ARENEROS, DE LA (JOVE)","MINA DE LOS ARENEROS, DE LA (JOVE)","CAMIN","18"
"CMNO MONTE (SOMIO)","MONTE (SOMIO)","CMNO","16"
"CMNO FORQUETON, DE (SOMIO)","FORQUETON, DE (SOMIO)","CMNO","10"
"CAMIN RUBIN, DE (JOVE)","RUBIN, DE (JOVE)","CAMIN","32"
"CAMIN PAQUET, DE (JOVE)","PAQUET, DE (JOVE)","CAMIN","5"
"CMNO NISPEROS (SOMIO)","NISPEROS (SOMIO)","CMNO","1"
"CAMIN CASA BARON, DE (JOVE)","CASA BARON, DE (JOVE)","CAMIN","6"
"CAMIN PICOTA, DE LA (TREMAÑES)","PICOTA, DE LA (TREMAÑES)","CAMIN","29"
"CMNO ENEBROS (SOMIO)","ENEBROS (SOMIO)","CMNO","5"
"CAMIN COTARON, DEL","COTARON, DEL","CAMIN","95"
"CLLON PATIO MIYAR","PATIO MIYAR","CLLON","5"
"CMNO DIONI (SOMIO)","DIONI (SOMIO)","CMNO","2"
"CAMIN VEGUES, DE LES  (BERNUECES)","VEGUES, DE LES  (BERNUECES)","CAMIN","21"
"CALLE CONCEJO DE CARAVIA","CONCEJO DE CARAVIA","CALLE","3"
"CALLE SIERRA DEL ARAMO","SIERRA DEL ARAMO","CALLE","4"
"CAMIN CALEYONA, DE LA (SANTURIO)","CALEYONA, DE LA (SANTURIO)","CAMIN","12"
"CAMIN VIÑAO, DE (BERNUECES)","VIÑAO, DE (BERNUECES)","CAMIN","9"
"CAMIN JAIME SIERO, DE (DEVA)","JAIME SIERO, DE (DEVA)","CAMIN","6"
"CAMIN JUAN DE QUELO, DE (DEVA)","JUAN DE QUELO, DE (DEVA)","CAMIN","3"
"TRVA ISIDORO ACEVEDO 1, DE (JOVE)","ISIDORO ACEVEDO 1, DE (JOVE)","TRVA","2"
"CALLE LOUIS PASTEUR","LOUIS PASTEUR","CALLE","7"
"TRVA PEDROCO, DE (DEVA)","PEDROCO, DE (DEVA)","TRVA","1"
"CAMIN RAMON, DE (DEVA)","RAMON, DE (DEVA)","CAMIN","2"
"CALLE JUAN DE LA CIERVA","JUAN DE LA CIERVA","CALLE","20"
"CAMIN IGLESIA, DE LA  (BERNUECES)","IGLESIA, DE LA  (BERNUECES)","CAMIN","7"
"CAMIN IBASETA, DE (DEVA)","IBASETA, DE (DEVA)","CAMIN","4"
"CAMIN RIOSECO A PEON, DE (DEVA)","RIOSECO A PEON, DE (DEVA)","CAMIN","8"
"CAMIN REGATU DEL ROXU, DEL  (BERNUECES)","REGATU DEL ROXU, DEL  (BERNUECES)","CAMIN","12"
"CAMIN CASTAÑEU 2, DEL (CALDONES)","CASTAÑEU 2, DEL (CALDONES)","CAMIN","13"
"CAMIN VENTA, DE LA","VENTA, DE LA","CAMIN","17"
"AVDA CORDILLERA CANTABRICA","CORDILLERA CANTABRICA","AVDA","15"
"CAMIN CABAÑA DEL MARQUES, DE LA","CABAÑA DEL MARQUES, DE LA","CAMIN","2"
"CAMIN BENEROS, DE LOS (CALDONES)","BENEROS, DE LOS (CALDONES)","CAMIN","6"
"CAMIN CASTAÑEU, DEL (CALDONES)","CASTAÑEU, DEL (CALDONES)","CAMIN","9"
"CLEYA AGUA, DEL (CALDONES)","AGUA, DEL (CALDONES)","CLEYA","12"
"CAMIN CALERON, DE","CALERON, DE","CAMIN","13"
"CAMIN CAMPON (ILESIA), DEL (CALDONES)","CAMPON (ILESIA), DEL (CALDONES)","CAMIN","12"
"CAMIN LLOSA LA MURIA, DE LA (CALDONES)","LLOSA LA MURIA, DE LA (CALDONES)","CAMIN","18"
"CAMIN FONTE DEL GUEYU, DE LA (CALDONES)","FONTE DEL GUEYU, DE LA (CALDONES)","CAMIN","10"
"CAMIN REBURIU, DEL (CALDONES)","REBURIU, DEL (CALDONES)","CAMIN","9"
"CAMIN PRAOS, DE LOS (LAVANDERA)","PRAOS, DE LOS (LAVANDERA)","CAMIN","10"
"CAMIN REGUERA, DE LA (LAVANDERA)","REGUERA, DE LA (LAVANDERA)","CAMIN","11"
"CAMIN CUADRIELLA, DE LA (LAVANDERA)","CUADRIELLA, DE LA (LAVANDERA)","CAMIN","2"
"CAMIN CORISCAU, DE (CALDONES)","CORISCAU, DE (CALDONES)","CAMIN","11"
"CAMIN LLOSONES, DE LES (LAVANDERA)","LLOSONES, DE LES (LAVANDERA)","CAMIN","22"
"CALLE MARGARITA SALAS","MARGARITA SALAS","CALLE","4"
"CAMIN TUSQUIN, DEL (LAVANDERA)","TUSQUIN, DEL (LAVANDERA)","CAMIN","8"
"CAMIN FONTE LA MINA","FONTE LA MINA","CAMIN","6"
"CLEYA TORAL, DEL (LAVANDERA)","TORAL, DEL (LAVANDERA)","CLEYA","3"
"CAMIN BASTINEROS, DE LOS (LAVANDERA)","BASTINEROS, DE LOS (LAVANDERA)","CAMIN","5"
"CAMIN VEGONA, DE LA (LAVANDERA)","VEGONA, DE LA (LAVANDERA)","CAMIN","5"
"CAMIN CALEYON, DEL (LAVANDERA)","CALEYON, DEL (LAVANDERA)","CAMIN","8"
"CAMIN FONTE SECA, DE (LAVANDERA)","FONTE SECA, DE (LAVANDERA)","CAMIN","7"
"CAMIN VIA, DE LA (VALDORNON)","VIA, DE LA (VALDORNON)","CAMIN","61"
"CALLE PLOMADA, DE LA","PLOMADA, DE LA","CALLE","15"
"CAMIN FONTE CLARA, DE LA (FANO)","FONTE CLARA, DE LA (FANO)","CAMIN","8"
"CAMIN FUENTINA, DE LA (FANO)","FUENTINA, DE LA (FANO)","CAMIN","2"
"CAMIN GORGOLLO, DE ","GORGOLLO, DE ","CAMIN","7"
"CAMIN IRIA L'OTERO, DE LA (FANO)","IRIA L'OTERO, DE LA (FANO)","CAMIN","8"
"CAMIN BARNIELLA, DE LA (GRANDA)","BARNIELLA, DE LA (GRANDA)","CAMIN","25"
"TRVA LAVADERU, DEL (VALDORNON)","LAVADERU, DEL (VALDORNON)","TRVA","2"
"CAMIN MONTE, DEL (FANO)","MONTE, DEL (FANO)","CAMIN","5"
"CAMIN FUENTE DEL TALEGUERO, DE LA (GRANDA)","FUENTE DEL TALEGUERO, DE LA (GRANDA)","CAMIN","2"
"CAMIN XIA, DE LA","XIA, DE LA","CAMIN","43"
"CAMIN SAN PELAYO A SALIENTES, DE (VALDORNON)","SAN PELAYO A SALIENTES, DE (VALDORNON)","CAMIN","25"
"CAMIN SALIENTES, DE (VALDORNON)","SALIENTES, DE (VALDORNON)","CAMIN","28"
"CAMIN CIERRU LA PEÑA, DEL (VALDORNON)","CIERRU LA PEÑA, DEL (VALDORNON)","CAMIN","8"
