CODI,NOM DEL CENTRE,ADREÇA,TIPUS SUBMINISTRAMENT,ANY,MES,CONSUM,COST
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Electricitat,2013,Maig,3760,€778.53
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Gas,2013,Agost,961,€178.12
EDI026,CEMENTIRI,CAMI CEMENTIRI S/N,Electricitat,2015,Octubre,482,€227.65
BOM012,SISTEMA DE REG DE LA CONCA Jordi Camp,PASSEIG FLUVIAL C/ Jordi Camp,Electricitat,2013,Abril,65,€25.93
EDI132,CENTRE OBERT PASSEIG DE LA MUNTANYA,PG / MUNTANYA 0143 BJ - LOCAL,Electricitat,2015,Juliol,69,€76.25
EDI121,TEATRE AUDITORI,C/ GREGORI RESINA,Electricitat,2016,Febrer,29017,€5577.48
EDI087,CENTRE OBERT SUD,JULIA CENTELLES 14,Electricitat,2012,Gener,803,€186.71
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Gas,2011,Juliol,4889,€345.36
EDI008,ANTIGUES ESCOLES DE PALOU,CAMI RAL CANT PSEG FÀBREGAS,Aigua,2016,Gener,10,€36.14
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Electricitat,2013,Novembre,2314,€732.18
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Gas,2012,Agost,0,€133.58
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Electricitat,2016,Novembre,20662,€3687.94
EDI121,TEATRE AUDITORI,C/ GREGORI RESINA,Aigua,2015,Octubre,355,€544.62
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Electricitat,2011,Juliol,6335,€1542.19
EDI123,CENTRE CULTURAL MUNICIPAL,"C/Joan Camps, 1, baixos",Gas,2015,Agost,490,€59.16
EDI015,CENTRE CIVIC CAN BASSA CULTURA,PL JOAN OLIVER 1,Electricitat,2014,Octubre,1745,€370.59
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Gas,2013,Febrer,27809,€1893.76
EDI010,CENTRE CIVIC JAUME OLLER,MARE DE DÉU DE MONTSERRAT 47,Aigua,2015,Març,21,€49.45
EDI024,SALA CULTURA SANT FRANCESC,ESPI I GRAU 1,Electricitat,2014,Octubre,367,€238.22
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Electricitat,2011,Febrer,14451,€3220.04
EDI078,CENTRE ASSISTENCIA INTEGRAL FAMILIA - CAIF,1ª MARQUES DE LES FRANQUESES 123,Electricitat,2011,Juny,281,€171.22
EDI103,SIRIUS (CENTRE AUTONOMIA PERSONAL),C/ ALMOGAVARS. 24 A,Aigua,2015,Juliol,3,€13.82
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Electricitat,2013,Abril,5415,€506.52
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Gas,2012,Desembre,7390,€583.69
EDI015,CENTRE CIVIC CAN BASSA CULTURA,PL JOAN OLIVER 1,Gas,2016,Juny,3033,€213.14
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Aigua,2013,Març,99,€136.86
EDI024,SALA CULTURA SANT FRANCESC,ESPI I GRAU 1,Gas,2016,Juny,816,€63.94
EDI122,CENTRE EDUCACIÓ ESPECIAL MONTSERRAT MONTERO,"CAMÍ CAN BASSA , S/N",Aigua,2015,Setembre,188,€262.05
EDI067,CASETA JARDI PARC PONENT,RAFAEL DE CASANOVA - PARC PONENT,Electricitat,2016,Setembre,10,€19.90
ESP008,PAVELLÓ CLUB BÀSQUET GRANOLLERS,C/ GIRONA S/N,Aigua,2015,Març,341,€405.44
FLO011,ESPAIS VERDS,ESPAIS VERDS,Gasoil,2011,Octubre,5588,€733.26
EDI019,ANTENA EMISSORA RADIO GUARDIA RUBANA,CAMI CEMENTIRI 1,Electricitat,2014,Abril,5153,€907.20
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Electricitat,2013,Agost,13355,€1912.14
EDI125,OFICINES MEDI AMBIENT i GRANOLLERS PROMOCIONS,"SANT JAUME 16, 5è, 1a",Electricitat,2012,Octubre,2554,€597.87
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Electricitat,2012,Agost,16878,€5141.41
EDI020,SALA FRANCESC TARAFA,CORRO 47,Gas,2012,Febrer,20939,€1382.30
EDI030,EDIFICI PORTALET,PORTALET 4,Electricitat,2012,Agost,17204,€3332.16
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Electricitat,2014,Agost,3194,€643.07
EDI088,ESTACIO DE CONTROL DE CONTAMINACIO,FRANCESC MACIÀ 145,Electricitat,2012,Abril,1225,€223.54
FLO016,MEDI AMBIENT,MEDI AMBIENT,Gasoil,2012,Agost,428,€61.25
EDI071,CENTRE D'EDUCACIÓ AMBIENTAL CAN CABANYES,CAN GORDI - CAN CATALÀ,Electricitat,2011,Juny,0,€76.85
FLO003,ORGANITZACIO I LOGISTICA,ORGANITZACIO I LOGISTICA,Gasoil,2011,Desembre,58,€7.73
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Aigua,2011,Juliol,118,€129.47
EDI030,EDIFICI PORTALET,PORTALET 4,Gas,2016,Febrer,0,€9.20
EDI067,CASETA JARDI PARC PONENT,RAFAEL DE CASANOVA - PARC PONENT,Electricitat,2011,Agost,308,€65.90
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Gas,2014,Novembre,2659,€241.78
EDI128,Can Muntanyola,Can Muntanyola,Electricitat,2016,Juliol,0,€72.91
EDI003,CENTRE D'ATENCIÓ I SEGUIMENT A LES DROGODEPENDÈNCIES,ROGER DE FLOR 68,Electricitat,2012,Setembre,3582,€806.18
FLO017,OBRES I PROJECTES,OBRES I PROJECTES,Gasoil,2016,Maig,268,€37.14
BOM007,BOMBA BOMBEIG intermig,GUGLIELMO MARCONI CANT AV SANT JULIA,Electricitat,2014,Juny,831,€189.52
EDI001,PIS AJUDA POBLE SAHARAUI (7è),1ª MARQUES DE LES FRANQUESES 146 7- 4,Gas,2013,Agost,1282,€107.44
REG156,JARDÍ DE FÀTIMA,CAMÍ VELL DE CANOVELLES,Electricitat,2011,Desembre,80,€46.59
EDI081,CENTRE CIVIC NORD,ROSSELLO 79,Electricitat,2014,Març,12048,€2077.69
ESP018,CAMP FUTBOL FONT VERDA,C/ JOSEP CARNER S/N,Electricitat,2013,Febrer,620,€207.12
FLO011,ESPAIS VERDS,ESPAIS VERDS,Gasoil,2012,Gener,6640,€932.95
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Gas,2014,Maig,1909,€313.81
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Gas,2014,Març,16847,€1155.37
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Electricitat,2011,Desembre,5563,€980.90
EDI104,LOCAL PUIG DE LES FORQUES,C/ VENEÇUELA S/N,Aigua,2015,Juliol,6,€27.01
EDI123,CENTRE CULTURAL MUNICIPAL,"C/Joan Camps, 1, baixos",Aigua,2012,Octubre,166,€185.19
BOM008,AVINGUDA PARC TORRES VILLAR JTO/ E.T.,AVINGUDA PARC TORRES VILLAR JTO/ E.T.,Electricitat,2015,Febrer,207,€171.58
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Gas,2013,Agost,0,€21.49
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Electricitat,2012,Novembre,6473,€1378.48
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Gas,2013,Febrer,9474,€697.34
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,Aigua,2011,Juliol,30,€33.78
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Aigua,2015,Octubre,346,€442.77
EDI048,MAGATZEM INFORMÀTICA,C/ TORRAS I BAGES 15 2n,Electricitat,2013,Setembre,2764,€556.08
ESC011,COL.LEGI FÀTIMA,C/ MARIA PALAU,Electricitat,2011,Octubre,2657,€478.97
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Electricitat,2016,Febrer,4242,€819.57
ESP008,PAVELLÓ CLUB BÀSQUET GRANOLLERS,C/ GIRONA S/N,Electricitat,2013,Febrer,12122,€2658.12
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Gas,2011,Febrer,9577,€543.90
EDI027,OFICINA D'INFORMACIO TURÍSTICA,SANT ROC 14,Aigua,2011,Març,2,€20.77
EDI010,CENTRE CIVIC JAUME OLLER,MARE DE DÉU DE MONTSERRAT 47,Electricitat,2013,Febrer,883,€191.40
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Gas,2012,Desembre,27730,€1939.05
EDI122,CENTRE EDUCACIÓ ESPECIAL MONTSERRAT MONTERO,"CAMÍ CAN BASSA , S/N",Electricitat,2015,Desembre,3247,€733.59
ESP017,CASAL DE L'ESPORT,C/ GIRONA 52 - 54,Electricitat,2011,Juny,528,€111.60
ESP005,CAMP DE FUTBOL CAN GILI,CTRA DE CALDES S/N,Aigua,2012,Març,217,€66.23
FLO008,SALUT PUBLICA I CONSUM,SALUT PUBLICA I CONSUM,Gasoil,2016,Febrer,1330,€179.03
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Gas,2013,Setembre,0,€121.94
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Aigua,2016,Octubre,152,€201.41
EDI133,OFICINES SERVEIS,"C/. SANT JAUME 16-26, 5ª PLANTA -DESPATX 504",Electricitat,2016,Agost,4983,€801.42
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Aigua,2013,Gener,99,€126.94
EDI124,MAGATZEM MUSEU GRANOLLERS,"Av. Sant Julià 206, Nau 24",Electricitat,2016,Juny,1095,€287.25
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Electricitat,2014,Març,36363,€5602.39
ESC004,ESCOLA MUNICIPAL SALVADOR LLOBET,C/ ROGER DE FLOR 64,Electricitat,2012,Desembre,2935,€618.27
ESC025,ESCOLA BRESSOL GIRAVOLTES,"CRTA. CALDES, 52",Electricitat,2014,Juny,2190,€911.40
EDI078,CENTRE ASSISTENCIA INTEGRAL FAMILIA - CAIF,1ª MARQUES DE LES FRANQUESES 123,Aigua,2014,Octubre,7,€43.83
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Gas,2015,Octubre,0,€9.20
REG190,FONT ORNAMENTAL PL SERRAT I BONASTRE,PL SERRAT I BONASTRE s/n,Electricitat,2014,Març,65,€182.66
EDI123,CENTRE CULTURAL MUNICIPAL,"C/Joan Camps, 1, baixos",Electricitat,2015,Desembre,15835,€2401.47
ESP002,PISTES MUNICIPALS D' ATLETISME,C/ CAMP DE LES MORERES S/N,Electricitat,2012,Maig,1889,€480.93
EDI073,ESCOLA DE MUSICA JOSEP Ma RUERA,GREGORI RESINA,Electricitat,2013,Juny,8675,€2106.52
ESC025,ESCOLA BRESSOL GIRAVOLTES,"CRTA. CALDES, 52",Gas,2016,Octubre,886,€63.66
EDI058,EDIFICI ST JOSEP,SANT JOSEP 7,Electricitat,2016,Juliol,16011,€2686.42
BOM004,BOMBA AIGUA,CARLES RIBA ESQ OLIVAR LOCAL,Electricitat,2015,Desembre,2666,€495.42
FLO008,SALUT PUBLICA I CONSUM,SALUT PUBLICA I CONSUM,Gasoil,2012,Desembre,850,€126.45
EDI074,ROCA UMBERT CUB BUCS MUSICALS,MONTSERRAT S/N,Aigua,2013,Octubre,6,€34.05
ESP003,PAVELLO EL TUB,C/ CAMP DE LES MORERES S/N,Electricitat,2014,Gener,4806,€953.79
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Electricitat,2013,Desembre,4187,€803.40
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Electricitat,2015,Març,2483,€582.89
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Gas,2013,Febrer,16246,€1237.35
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Electricitat,2013,Abril,2493,€488.79
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Gas,2015,Desembre,759,€85.97
EDI101,CENTRE OBERT DE PONENT,C/RAFAEL DE CASANOVA.70,Aigua,2015,Octubre,4,€26.68
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Gas,2012,Desembre,87106,€5982.08
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Gas,2013,Desembre,22127,€1595.00
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Aigua,2012,Juliol,292,€422.75
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Electricitat,2011,Maig,8471,€1469.27
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Gas,2014,Desembre,28077,€1890.44
EDI030,EDIFICI PORTALET,PORTALET 4,Gas,2012,Desembre,0,€13.52
EDI093,ROCA UMBERT ESPAI D'ARTS,C/ LLUIS COMPANYS 1º BIS,Aigua,2016,Juliol,9,€35.93
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Electricitat,2011,Juliol,2730,€636.61
FLO011,ESPAIS VERDS,ESPAIS VERDS,Gasoil,2014,Novembre,5701,€741.74
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,Electricitat,2013,Abril,3290,€676.70
EDI009,CENTRE CIVIC DE PALOU,PSG DR FABREGAS 38 LOCAL,Gasoil,2014,Febrer,9970,€940.94
ESC021,ESCOLA BRESSOL MUNICIPAL TORTUGA,C/ GARROTXA 8,Electricitat,2012,Agost,816,€194.17
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Aigua,2016,Gener,46,€177.99
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Gas,2013,Maig,0,€118.48
EDI002,PIS AJUDA POBLE SAHARAUI (8è),1ª MARQUES DE LES FRANQUESES 146 8 - 3,Electricitat,2015,Abril,1130,€220.38
EDI070,GUARDIA URBANA,ISABEL DE VILLENA S/N,Electricitat,2015,Maig,13508,€2075.96
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Aigua,2016,Juliol,240,€387.76
EDI024,SALA CULTURA SANT FRANCESC,ESPI I GRAU 1,Electricitat,2011,Novembre,442,€134.53
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Gas,2016,Setembre,0,€148.20
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Electricitat,2016,Gener,4489,€1107.75
EDI082,CAN JONCH CENTRE CIVIC PER LA PAU,REC 19,Aigua,2016,Octubre,21,€26.22
EDI015,CENTRE CIVIC CAN BASSA CULTURA,PL JOAN OLIVER 1,Electricitat,2011,Novembre,3807,€619.16
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Gas,2013,Juliol,587,€155.68
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Gas,2012,Agost,1447,€217.64
ESP013,PAVELLO EL CONGOST,MARIA PALAU S/N CTDA A GAUDI,Electricitat,2015,Setembre,7482,€1292.44
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Gas,2016,Novembre,36260,€1710.58
ESC016,ESCOLA LLEDONER,C/ ROSELLÓ 95,Electricitat,2012,Març,8337,€1485.02
EDI033,EDIFICI ANNEX AL CAIF (ANTIC AAVV LLEDONER),1ª MARQUES DE LES FRANQUESES 125,Aigua,2014,Octubre,30,€42.03
EDI008,ANTIGUES ESCOLES DE PALOU,CAMI RAL CANT PSEG FÀBREGAS,Electricitat,2013,Febrer,4376,€538.72
EDI083,EDIFICI El GRA,PLAÇA DE L´ESGLESIA S/N,Gas,2013,Setembre,0,€75.12
BOM013,RAFAEL CASANOVAS S/N,C/Rafael Casanovas,Electricitat,2015,Setembre,43,€140.13
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Aigua,2016,Octubre,49,€105.81
FLO012,PAT.MUN.MUSEO,PAT.MUN.MUSEO,Gasoil,2012,Abril,687,€103.52
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Aigua,2013,Juliol,17,€36.25
ESC006,CENTRE VALLES (ESCOLA VALLES),VENEÇUELA S/N DAVANT CEMENTIRI,Aigua,2012,Març,162,€186.41
ESC013,ESCOLA MUNICIPAL DEL TREBALL,C/ ROGER DE FLOR 66,Aigua,2016,Juliol,276,€317.17
ESC008,COL.LEGI MESTRES MONTAÑA,CAMI CAN BASSA 1,Electricitat,2015,Abril,5752,€1070.39
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Electricitat,2015,Febrer,5636,€1334.63
EDI015,CENTRE CIVIC CAN BASSA CULTURA,PL JOAN OLIVER 1,Gas,2016,Juliol,2573,€191.23
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Aigua,2011,Octubre,326,€360.79
EDI122,CENTRE EDUCACIÓ ESPECIAL MONTSERRAT MONTERO,"CAMÍ CAN BASSA , S/N",Gasoil,2015,Novembre,16434,€1037.85
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Gas,2014,Novembre,13168,€930.93
ESP019,PAVELLO D' ESPORT CAN BASSA,C/ ESTEVE TERRADES S/N,Gas,2011,Juny,6279,€401.72
EDI103,SIRIUS (CENTRE AUTONOMIA PERSONAL),C/ ALMOGAVARS. 24 A,Electricitat,2015,Novembre,805,€196.72
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Electricitat,2011,Juny,4188,€1241.02
EDI001,PIS AJUDA POBLE SAHARAUI (7è),1ª MARQUES DE LES FRANQUESES 146 7- 4,Aigua,2012,Gener,132,€280.13
EDI129,PIS D'ACOLLIDA SERVEIS SOCIALS,"MANRESA, 11",Aigua,2014,Gener,0,€24.63
EDI081,CENTRE CIVIC NORD,ROSSELLO 79,Electricitat,2011,Maig,6761,€1538.99
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Electricitat,2014,Desembre,4699,€789.43
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Gas,2011,Març,13645,€745.44
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Gas,2011,Maig,513,€120.56
EDI048,MAGATZEM INFORMÀTICA,C/ TORRAS I BAGES 15 2n,Electricitat,2014,Novembre,0,€47.48
ESC012,COL.LEGI PEREANTON,C/ ESPI I GRAU 3,Electricitat,2013,Juliol,2066,€454.97
ESC025,ESCOLA BRESSOL GIRAVOLTES,"CRTA. CALDES, 52",Gas,2013,Agost,23,€101.69
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Aigua,2014,Octubre,253,€331.71
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Electricitat,2011,Gener,1984,€384.89
EDI005,EDIFICI AISS,AV DEL PARC 9,Electricitat,2011,Abril,2221,€562.52
EDI096,ROCA UMBERT CENTRE AUDIOVISUAL,MONSTSERRAT S/N,Aigua,2016,Octubre,50,€80.93
EDI042,EDIFICI ADMINISTRATIU CAN PUNTES,SANTA ELISABET 16,Electricitat,2011,Abril,2454,€602.53
EDI048,MAGATZEM INFORMÀTICA,C/ TORRAS I BAGES 15 2n,Electricitat,2012,Gener,3883,€645.46
ESP006,CAMP DE FUTBOL PONENT,C/ RAFAEL DE CASANOVA S/N,Electricitat,2016,Juliol,411,€349.64
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Electricitat,2016,Gener,1618,€343.58
BOM012,SISTEMA DE REG DE LA CONCA Jordi Camp,PASSEIG FLUVIAL C/ Jordi Camp,Electricitat,2011,Novembre,9991,€7.47
ESP001,PALAU D'ESPORTS,AV FRANCESC MACIA S/N,Electricitat,2012,Març,25945,€6098.66
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Electricitat,2013,Març,3749,€241.18
EDI013,AAVV PONENT,C/RAFAEL CASANOVA. 52,Electricitat,2012,Octubre,373,€105.96
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Gas,2016,Juny,5001,€375.64
ESP012,CAMP DE FUTBOL C/ GIRONA,C/ GIRONA S/N,Electricitat,2013,Gener,11573,€2776.27
EDI066,CTUG CENTRE TECNOLÒGIC I UNIVERSITARI DE GRANOLLERS,MONTSERRAT Nº 36,Gas,2012,Gener,48841,€2942.96
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Electricitat,2014,Març,6176,€1202.84
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Aigua,2013,Octubre,4548,€4739.11
EDI030,EDIFICI PORTALET,PORTALET 4,Electricitat,2012,Març,8025,€1555.74
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Electricitat,2014,Juny,667,€206.80
ESC009,COL.LEGI JOAN SOLANS,PLAÇA SANT MIQUEL 20,Electricitat,2014,Octubre,2385,€443.47
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Gas,2016,Octubre,794,€63.80
BOM003,BOMBA AIGUA PASSEIG FLUVIAL CASETA REG,PS FLUVIAL MARGE ESQUERRE CASETA BOMBA,Electricitat,2011,Gener,640,€131.45
EDI021,BIBLIOTECA CAN PEDRALS,ESPI I GRAU 2,Aigua,2013,Gener,187,€224.69
FLO015,SISTEMES INFORMACIO,SISTEMES INFORMACIO,Gasoil,2013,Agost,444,€66.12
EDI001,PIS AJUDA POBLE SAHARAUI (7è),1ª MARQUES DE LES FRANQUESES 146 7- 4,Electricitat,2014,Juny,633,€137.23
EDI016,BIBLIOTECA JOAN CAMPS,ROGER DE FLOR 66,Electricitat,2013,Juny,107,€101.80
ESC010,COL.LEGI GRANULARIUS,C/ MARESME 4,Gas,2013,Març,28143,€2072.04
FLO014,ALCALDIA,ALCALDIA,Gasoil,2014,Gener,1029,€139.84
EDI023,MUSEU CIÈNCIES NATURALS LA TELA,FRANCESC MACIÀ 51,Aigua,2015,Març,75,€213.40
EDI034,OFICINA MUNICIPAL ACOLLIDA (ANTIC GRA),CORRO 49,Aigua,2011,Març,55,€55.07
EDI001,PIS AJUDA POBLE SAHARAUI (7è),1ª MARQUES DE LES FRANQUESES 146 7- 4,Gas,2016,Octubre,794,€62.68
ESP009,PAVELLO MUNICIPAL D'ESPORTS (PARQUET),C/ LLUIS COMPANYS 1,Gas,2015,Desembre,7438,€502.91
EDI005,EDIFICI AISS,AV DEL PARC 9,Aigua,2013,Juliol,356,€386.94
EDI102,CASA DEL MESTRE DE PALOU,PS DOCTOR FABREGAS 38,Electricitat,2011,Abril,104,€123.69
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Gas,2013,Juliol,0,€77.43
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Electricitat,2012,Octubre,2104,€549.61
EDI052,MUSEU MUNICIPAL,ANSELM CLAVÉ 40 - 42,Electricitat,2015,Març,6976,€1473.73
EDI091,UOS - UNITAT OPERATIVA SERVEIS (Edifici Nou),CAMI CAN MANY N 8,Electricitat,2016,Juny,5793,€1018.23
FLO013,ACTIVITATS,ACTIVITATS,Gasoil,2013,Febrer,663,€107.24
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Gas,2014,Desembre,27228,€1894.33
FLO011,ESPAIS VERDS,ESPAIS VERDS,Gasoil,2013,Setembre,6136,€889.73
EDI079,BIBLIOTECA ROCA UMBERT,"MARE DE DÉU DE MONTSERRAT, 36",Electricitat,2015,Juny,85976,€12600.58
EDI049,AAVV GRANOLLERS NORD,C/ FIGUERES 15,Aigua,2015,Juliol,1,€26.00
EDI022,EBASP ZONA 1 LUDOTECA,ANTONI GAUDI S/N LOCAL 13,Electricitat,2014,Octubre,0,€70.79
FLO002,SEGURETAT CIUTADANA,SEGURETAT CIUTADANA,Gasoil,2012,Juny,19059,€2667.26
EDI011,MASIA TRES TORRES,DE LES TRES TORRES 18 - 20,Electricitat,2015,Setembre,1217,€338.30
EDI126,CENTRE D'ACOLLIDA D'ANIMALS DOMÈSTICS,"C/SEVERO OCHOA, 103 (FONT DEL RÀDIUM)",Aigua,2016,Juliol,569,€643.04
ESC011,COL.LEGI FÀTIMA,C/ MARIA PALAU,Aigua,2014,Juliol,77,€108.89
EDI003,CENTRE D'ATENCIÓ I SEGUIMENT A LES DROGODEPENDÈNCIES,ROGER DE FLOR 68,Electricitat,2013,Gener,5199,€1021.08
ESP010,CAMP DE FUTBOL PRIMER DE MAIG,C/ PIUS XII S/N,Electricitat,2011,Novembre,7749,€1562.95
ESC005,COL.LEGI PONENT,C/ RAFAEL DE CASANOVA,Aigua,2016,Març,3237,€3629.47
ESC024,ESCOLA BRESSOL EL TELER,C/ JAUME CORBERA CANTONADA C/ CORRO,Electricitat,2011,Gener,2371,€558.61
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Electricitat,2016,Octubre,2507,€412.78
EDI095,ROCA UMBERT EL BAR,ENRIC PRAT DE LA RIBA 77,Gas,2012,Febrer,6372,€415.87
EDI131,ESPAI CANGUR,AV PRAT DE LA RIBA 84,Gas,2013,Març,6656,€449.39
ESC001,COL.LEGI SALVADOR ESPRIU,C/ JOAN CAMPS 6 - 8,Gas,2013,Juny,2082,€240.77
EDI089,CENTRE PER LA NORMALITZACIO LINGUISTICA,PRAT DE LA RIBA 82,Electricitat,2014,Febrer,3854,€879.19
ESC003,COL·LEGI FERRER I GUÀRDIA,C/ ROGER DE FLOR 179,Aigua,2014,Octubre,4325,€4640.86
BOM003,BOMBA AIGUA PASSEIG FLUVIAL CASETA REG,PS FLUVIAL MARGE ESQUERRE CASETA BOMBA,Electricitat,2012,Octubre,689,€186.80
EDI006,CENTRE CIVIC  CAN GILI,CTRA DE CALDES BXS,Gas,2014,Juny,185,€148.38
EDI012,EDIFICI AJUNTAMENT,PL FOLCH I TORRES S/N,Electricitat,2016,Abril,14283,€2081.93
EDI074,ROCA UMBERT CUB BUCS MUSICALS,MONTSERRAT S/N,Aigua,2015,Gener,6,€35.09
EDI133,OFICINES SERVEIS,"C/. SANT JAUME 16-26, 5ª PLANTA -DESPATX 504",Electricitat,2016,Març,1847,€358.75
ESP018,CAMP FUTBOL FONT VERDA,C/ JOSEP CARNER S/N,Gas,2012,Octubre,3986,€281.82
REG190,FONT ORNAMENTAL PL SERRAT I BONASTRE,PL SERRAT I BONASTRE s/n,Electricitat,2016,Abril,1090,€309.80
EDI017,ROCA UMBERT - IMPREMTA,LLUIS COMPANYS Nº 1,Electricitat,2012,Desembre,3514,€738.57
ESC002,ESCOLA GRANOLLERS,CTRA DE CALDES,Electricitat,2011,Juny,3638,€769.90
EDI101,CENTRE OBERT DE PONENT,C/RAFAEL DE CASANOVA.70,Aigua,2013,Gener,11,€26.98
